,name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
242,ant,1.6,org.apache.tools.ant.filters.ConcatFilter,9,5,0,5,28,12,0,5,8,0.5,217,1,0,0.8,0.481481481,2,5,22.66666667,1,0.7778,0
243,ant,1.6,org.apache.tools.ant.taskdefs.compilers.Kjc,4,2,0,10,26,6,1,9,2,1,195,0,0,0.884615385,0.5,0,0,47.5,10,3,0
244,ant,1.6,org.apache.tools.ant.listener.AnsiColorLogger,3,2,0,1,18,0,0,1,1,0.96875,258,1,0,0.888888889,0.5,1,3,79.66666667,12,5.6667,0
245,ant,1.6,org.apache.tools.ant.util.StringUtils,6,1,0,14,24,15,14,0,5,1,116,0,0,0,0.3,0,0,18.16666667,2,1,0
246,ant,1.6,org.apache.tools.ant.taskdefs.XmlProperty,28,3,0,6,80,272,0,6,12,0.928104575,777,1,1,0.587301587,0.290123457,1,1,26.14285714,27,2.5357,2
247,ant,1.6,org.apache.tools.ant.types.selectors.ContainsSelector,8,5,0,11,30,0,5,6,8,0.816326531,299,0.428571429,0,0.844444444,0.35,1,4,35.5,11,3.125,0
248,ant,1.6,org.apache.tools.ant.util.ResourceUtils,2,1,0,7,22,1,2,5,2,2,222,0,0,0,0.5,0,0,110,12,6,2
249,ant,1.6,org.apache.tools.ant.filters.PrefixLines,7,5,0,5,22,0,1,4,5,0.555555556,150,1,0,0.848484848,0.476190476,2,5,20,4,1.1429,0
250,ant,1.6,org.apache.tools.ant.taskdefs.compilers.Javac13,2,2,0,7,13,1,1,6,2,2,66,1,0,0.958333333,1,0,0,31.5,1,0.5,0
251,ant,1.6,org.apache.tools.ant.filters.HeadFilter,10,5,0,6,25,0,1,5,6,0.703703704,251,1,1,0.777777778,0.375,2,4,23.2,5,1.6,0
252,ant,1.6,org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,21,1,8,23,98,112,8,15,4,0.730434783,951,1,9,0,0.242857143,0,0,43.19047619,30,4.0476,1
253,ant,1.6,org.apache.tools.ant.NoBannerLogger,4,2,0,4,16,0,0,4,4,0.333333333,59,1,0,0.842105263,0.875,1,1,13.5,5,1.75,0
254,ant,1.6,org.apache.tools.ant.taskdefs.condition.IsFalse,3,2,0,4,6,0,1,3,3,0,34,1,0,0.818181818,0.666666667,0,0,10,2,1,0
255,ant,1.6,org.apache.tools.ant.filters.BaseParamFilterReader,4,4,11,14,7,4,11,3,3,0.666666667,22,1,1,0.928571429,0.5,0,0,4.25,1,0.5,0
256,ant,1.6,org.apache.tools.ant.types.selectors.MajoritySelector,4,5,0,6,15,0,5,2,4,0.333333333,83,1,0,0.953846154,0.4375,1,1,19.5,5,2,0
257,ant,1.6,org.apache.tools.ant.taskdefs.Sync,15,3,0,8,49,33,1,8,9,0.428571429,463,1,1,0.725490196,0.25,1,1,29.8,7,1.9333,3
258,ant,1.6,org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,18,5,0,21,71,43,5,16,17,0.727272727,661,1,5,0.690909091,0.177777778,2,4,35.11111111,17,3,3
259,ant,1.6,org.apache.tools.ant.util.regexp.RegexpFactory,4,2,0,6,13,6,1,5,3,2,83,0,0,0.625,0.5,0,0,19.75,1,0.75,0
260,ant,1.6,org.apache.tools.zip.ZipShort,7,1,0,7,8,0,7,0,7,0,89,1,0,0,0.428571429,1,1,11.57142857,4,1,0
261,ant,1.6,org.apache.tools.ant.taskdefs.condition.Condition,1,1,0,20,1,0,19,1,1,2,1,0,0,0,1,0,0,0,1,1,0
262,ant,1.6,org.apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream,2,4,0,4,4,0,1,3,1,0,16,1,1,0.9375,0.666666667,1,1,6.5,1,0.5,0
263,ant,1.6,org.apache.tools.ant.taskdefs.Pack,9,3,2,5,24,26,2,3,5,0.6875,169,1,0,0.822222222,0.444444444,1,1,17.55555556,1,0.8889,0
264,ant,1.6,org.apache.tools.ant.types.Mapper,11,3,0,16,42,17,7,9,10,0.7,291,1,2,0.75,0.287878788,1,1,25,3,1.9091,1
265,ant,1.6,org.apache.tools.ant.types.selectors.BaseExtendSelector,4,4,8,12,5,0,8,4,3,0.333333333,18,1,1,0.921052632,0.4375,0,0,3.25,1,0.75,0
266,ant,1.6,org.apache.tools.ant.taskdefs.Ear,8,6,0,10,31,18,0,10,4,0.80952381,149,1,1,0.9625,0.357142857,3,9,17.25,2,0.875,0
267,ant,1.6,org.apache.tools.ant.taskdefs.Taskdef,2,7,0,2,8,1,0,2,1,1,37,0,0,0.987179487,0.5,0,0,16.5,1,0.5,0
268,ant,1.6,org.apache.tools.ant.filters.TabsToSpaces,7,5,0,5,18,0,1,4,5,0.708333333,126,1,0,0.848484848,0.476190476,2,5,16.42857143,5,1.2857,0
269,ant,1.6,org.apache.tools.ant.listener.MailLogger,7,2,0,10,69,15,0,10,2,0.5,453,1,0,0.727272727,0.367346939,2,4,63.57142857,14,2.8571,0
270,ant,1.6,org.apache.tools.ant.taskdefs.Concat,28,3,0,18,94,220,2,18,18,0.877314815,769,1,3,0.587301587,0.119047619,1,1,25.89285714,22,2.7143,0
271,ant,1.6,org.apache.tools.ant.BuildEvent,11,2,0,12,15,13,9,4,11,0.75,97,1,3,0.2,0.220779221,0,0,7.272727273,1,0.7273,0
272,ant,1.6,org.apache.tools.ant.taskdefs.Jar,23,5,2,15,99,165,2,13,10,0.814935065,1007,1,6,0.850340136,0.158385093,3,13,42.17391304,5,1.3913,3
273,ant,1.6,org.apache.tools.ant.taskdefs.Delete,41,4,0,28,98,0,0,28,38,0.855555556,890,1,0,0.661016949,0.080593849,3,4,20.48780488,16,1.6341,3
274,ant,1.6,org.apache.tools.ant.taskdefs.compilers.JavacExternal,2,2,0,6,14,1,1,5,2,2,45,0,0,0.958333333,1,0,0,21.5,1,0.5,2
275,ant,1.6,org.apache.tools.ant.taskdefs.WhichResource,8,3,0,6,28,8,0,6,7,0.714285714,221,1,1,0.840909091,0.5,2,2,26.125,6,1.75,0
276,ant,1.6,org.apache.tools.ant.taskdefs.email.PlainMailer,3,2,1,7,40,3,2,5,1,2,237,0,0,0.9,0.555555556,1,1,78,8,3,0
277,ant,1.6,org.apache.tools.ant.BuildException,15,4,0,243,27,0,242,1,15,0.392857143,157,1,1,0.619047619,0.322222222,1,3,9.333333333,2,0.6667,0
278,ant,1.6,org.apache.tools.ant.taskdefs.CVSPass,6,3,0,3,30,0,0,3,5,0.6,1270,1,0,0.880952381,0.555555556,1,1,210,2,1,0
279,ant,1.6,org.apache.tools.ant.ProjectComponent,5,1,19,128,8,4,128,1,5,0.25,37,1,1,0,0.45,0,0,6.2,3,1.2,1
280,ant,1.6,org.apache.tools.ant.taskdefs.GZip,2,4,0,4,13,1,0,4,1,2,56,0,0,0.980392157,1,1,2,27,4,2,0
281,ant,1.6,org.apache.tools.ant.taskdefs.condition.ConditionBase,20,2,5,20,25,0,5,18,18,0,122,1,0,0.321428571,0.102777778,0,0,5.05,1,0.95,0
282,ant,1.6,org.apache.tools.ant.filters.ReplaceTokens,13,5,0,7,39,0,1,6,7,0.712962963,424,1,0,0.717948718,0.292307692,2,5,30.92307692,9,1.4615,1
283,ant,1.6,org.apache.tools.ant.util.RegexpPatternMapper,5,1,0,4,20,0,0,4,4,0.333333333,145,1,1,0,0.9,0,0,27.4,5,2.2,0
284,ant,1.6,org.apache.tools.ant.taskdefs.condition.Equals,6,1,0,3,11,1,1,2,6,0.7,74,1,0,0,0.555555556,0,0,10.66666667,1,0.8333,0
285,ant,1.6,org.apache.tools.ant.taskdefs.LogOutputStream,9,2,2,10,18,8,9,1,6,0.821428571,160,1,1,0.384615385,0.377777778,1,1,16,1,0.8889,0
286,ant,1.6,org.apache.tools.ant.taskdefs.WaitFor,7,3,0,6,18,1,0,6,7,0.7,139,1,0,0.842105263,0.428571429,0,0,18.14285714,1,0.8571,0
287,ant,1.6,org.apache.tools.ant.taskdefs.DefBase,12,4,1,11,27,0,2,9,11,0.545454545,90,1,1,0.788461538,0.333333333,0,0,6.333333333,3,1.0833,0
288,ant,1.6,org.apache.tools.zip.ZipLong,7,1,0,3,8,0,3,0,7,0,147,1,0,0,0.342857143,1,1,19.85714286,4,1,0
289,ant,1.6,org.apache.tools.ant.taskdefs.rmic.RmicAdapter,4,1,0,6,4,6,3,4,4,2,4,0,0,0,0.625,0,0,0,1,1,0
290,ant,1.6,org.apache.tools.ant.filters.ChainableReader,1,1,0,19,1,0,19,0,1,2,1,0,0,0,1,0,0,0,1,1,0
291,ant,1.6,org.apache.tools.ant.taskdefs.condition.Socket,4,2,0,4,13,0,1,3,4,0.333333333,89,1,0,0.75,0.5,0,0,20.75,1,0.75,0
292,ant,1.6,org.apache.tools.ant.taskdefs.email.Mailer,18,1,1,8,20,129,3,5,17,0.952941176,134,1,3,0,0.229166667,0,0,5.611111111,1,0.9444,0
293,ant,1.6,org.apache.tools.ant.taskdefs.UpToDate,11,3,0,14,39,19,1,13,9,0.75,332,1,1,0.787234043,0.327272727,1,1,28.63636364,21,3,0
294,ant,1.6,org.apache.tools.ant.util.JavaEnvUtils,11,1,0,17,26,31,16,2,7,0.892307692,362,0.615384615,1,0,0.3,0,0,30.72727273,5,2.1818,3
295,ant,1.6,org.apache.tools.ant.util.KeepAliveInputStream,2,3,0,1,3,1,1,0,2,2,7,0,0,0.947368421,0.75,1,1,2.5,1,0.5,0
296,ant,1.6,org.apache.tools.ant.types.selectors.MappingSelector,7,4,2,10,23,3,2,8,6,0.666666667,139,1,2,0.853658537,0.428571429,1,3,18.28571429,4,1.7143,0
297,ant,1.6,org.apache.tools.ant.Project,100,1,0,202,247,4576,193,23,87,0.979500891,2015,0.588235294,4,0,0.090869565,0,0,18.81,7,1.4,5
298,ant,1.6,org.apache.tools.ant.taskdefs.RecorderEntry,16,1,0,6,36,58,1,5,13,0.633333333,366,1,0,0,0.2421875,0,0,21.5,5,1.75,2
299,ant,1.6,org.apache.tools.ant.taskdefs.Javac,75,4,0,27,121,2541,11,18,68,0.96476834,918,1,6,0.513157895,0.205714286,1,1,10.86666667,8,1.4667,3
300,ant,1.6,org.apache.tools.ant.taskdefs.ImportTask,6,3,0,8,32,9,0,8,4,0.8,194,1,1,0.902439024,0.35,2,2,30.83333333,10,2.1667,1
301,ant,1.6,org.apache.tools.ant.taskdefs.Tar,12,4,0,17,87,20,0,17,9,0.916666667,687,0.25,2,0.876404494,0.260416667,2,2,55.25,2,1,1
302,ant,1.6,org.apache.tools.ant.taskdefs.cvslib.CvsTagEntry,7,1,0,1,11,7,1,0,7,0.333333333,105,0,0,0,0.714285714,0,0,13.57142857,7,1.4286,0
303,ant,1.6,org.apache.tools.ant.taskdefs.Redirector,21,1,0,13,52,90,2,11,15,0.8375,522,1,1,0,0.226190476,0,0,23.0952381,14,1.7619,3
304,ant,1.6,org.apache.tools.ant.filters.util.JavaClassHelper,3,1,0,5,19,1,0,5,2,0.5,89,1,0,0,0.5,0,0,28.33333333,1,0.3333,0
305,ant,1.6,org.apache.tools.ant.taskdefs.TempFile,6,3,0,5,15,1,0,5,6,0.7,75,1,0,0.880952381,0.555555556,0,0,10.83333333,1,0.8333,1
306,ant,1.6,org.apache.tools.ant.types.selectors.BaseSelector,6,3,5,18,8,3,15,3,6,0.4,39,1,0,0.857142857,0.5,0,0,5.333333333,3,1.3333,0
307,ant,1.6,org.apache.tools.ant.types.selectors.AndSelector,3,5,0,6,14,3,5,2,3,2,52,0,0,0.96875,0.555555556,1,1,16.33333333,3,1.6667,0
308,ant,1.6,org.apache.tools.ant.DemuxInputStream,3,2,0,2,5,0,1,1,3,0,34,1,1,0.818181818,0.5,1,2,10,1,0.6667,0
309,ant,1.6,org.apache.tools.ant.types.PatternSet,22,3,0,12,68,133,7,6,16,0.571428571,677,1,0,0.588235294,0.266233766,2,3,29.59090909,9,2.9545,3
310,ant,1.6,org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,5,1,0,13,28,10,1,12,1,1,225,0.5,0,0,0.333333333,0,0,43.6,2,1,1
311,ant,1.6,org.apache.tools.ant.taskdefs.JDBCTask,26,3,1,9,56,225,1,8,20,0.872727273,537,1,2,0.606557377,0.24,0,0,19.23076923,7,1.1923,1
312,ant,1.6,org.apache.tools.ant.util.SourceFileScanner,4,1,0,13,18,0,6,7,4,0.222222222,137,1,2,0,0.5,0,0,32.5,3,1.5,1
313,ant,1.6,org.apache.tools.ant.types.EnumeratedAttribute,8,1,33,59,14,20,58,1,7,0.714285714,87,1,0,0,0.6875,0,0,9.625,5,1.5,0
314,ant,1.6,org.apache.tools.bzip2.BZip2Constants,1,1,0,2,1,0,2,0,0,2,2064,0,0,0,0,0,0,2052,0,0,0
315,ant,1.6,org.apache.tools.ant.types.DataType,15,2,15,24,29,59,20,4,5,0.714285714,169,1,1,0.391304348,0.20952381,0,0,10.06666667,3,1.2667,0
316,ant,1.6,org.apache.tools.ant.taskdefs.PreSetDef,4,4,0,11,19,2,0,11,4,0.666666667,102,1,1,0.931818182,0.5,0,0,24,4,2,0
317,ant,1.6,org.apache.tools.ant.util.ClasspathUtils,11,1,0,8,27,55,2,7,9,1.1,218,0.5,0,0,0.284090909,0,0,18.63636364,8,1.9091,1
318,ant,1.6,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,12,1,0,4,37,0,3,1,1,0.766233766,340,1,0,0,0.818181818,0,0,26.16666667,3,1.6667,0
319,ant,1.6,org.apache.tools.ant.util.regexp.RegexpUtil,3,1,0,0,4,3,0,0,3,2,20,0,0,0,0.5,0,0,5.666666667,2,1,0
320,ant,1.6,org.apache.tools.ant.types.resolver.ApacheCatalogResolver,7,2,0,7,32,9,1,7,5,0.75,128,0.5,1,0.545454545,0.5,0,0,17,2,0.8571,0
321,ant,1.6,org.apache.tools.ant.filters.BaseFilterReader,10,3,6,20,21,23,18,2,5,0.814814815,151,1,1,0.692307692,0.228571429,1,2,13.8,1,0.8,0
322,ant,1.6,org.apache.tools.zip.ZipOutputStream,25,3,0,8,99,112,5,3,15,0.802884615,1445,0.923076923,8,0.3125,0.213541667,1,7,55.76,2,1,1
323,ant,1.6,org.apache.tools.ant.taskdefs.Rmic,48,4,0,25,109,964,7,20,44,0.946301925,819,0.952380952,4,0.624,0.154166667,3,3,15.625,7,1.375,0
324,ant,1.6,org.apache.tools.ant.taskdefs.TaskOutputStream,3,2,0,1,10,0,0,1,1,0,67,1,1,0.714285714,0.666666667,1,1,20.33333333,1,0.6667,0
325,ant,1.6,org.apache.tools.ant.taskdefs.AbstractCvsTask,41,3,2,17,105,700,2,15,32,0.925,988,0.956521739,2,0.480519481,0.195121951,0,0,22.53658537,10,1.6341,0
326,ant,1.6,org.apache.tools.ant.util.Tokenizer,2,1,0,5,2,1,5,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
327,ant,1.6,org.apache.tools.ant.AntTypeDefinition,20,1,2,11,45,112,7,4,16,0.684210526,543,0.857142857,0,0,0.316666667,0,0,25.8,11,3,0
328,ant,1.6,org.apache.tools.ant.taskdefs.Replace,22,4,0,9,90,129,2,9,16,0.84981685,826,1,3,0.787878788,0.318181818,2,2,35.95454545,6,1.2727,1
329,ant,1.6,org.apache.tools.ant.util.DOMElementWriter,8,1,0,1,42,24,1,0,7,0.714285714,485,1,0,0,0.346938776,0,0,59.375,11,4,0
330,ant,1.6,org.apache.tools.ant.util.regexp.RegexpMatcherFactory,5,1,1,6,12,10,3,3,3,2,86,0,0,0,0.533333333,0,0,16.2,1,0.8,0
331,ant,1.6,org.apache.tools.ant.taskdefs.Input,7,3,0,8,25,0,0,8,7,0.625,141,1,0,0.860465116,0.857142857,1,1,18.57142857,1,0.8571,0
332,ant,1.6,org.apache.tools.ant.types.selectors.ContainsRegexpSelector,6,5,0,14,29,0,5,9,6,0.7,224,0.75,2,0.88372093,0.416666667,1,4,35.66666667,8,2.6667,0
333,ant,1.6,org.apache.tools.ant.taskdefs.condition.Os,13,1,0,14,23,68,12,2,12,0.697916667,357,1,0,0,0.708333333,0,0,25.84615385,44,4.0769,0
334,ant,1.6,org.apache.tools.ant.types.AntFilterReader,10,3,0,9,31,15,2,7,10,0.666666667,166,1,1,0.769230769,0.3,1,1,15.3,3,1.4,0
335,ant,1.6,org.apache.tools.ant.taskdefs.rmic.KaffeRmic,3,2,0,7,19,3,1,6,2,1,93,0,0,0.866666667,0.5,0,0,29.66666667,1,0.6667,0
336,ant,1.6,org.apache.tools.ant.helper.AntXMLContext,26,1,0,10,47,241,7,3,26,0.916363636,279,1,3,0,0.153846154,0,0,9.307692308,3,1.3077,1
337,ant,1.6,org.apache.tools.zip.UnixStat,0,1,0,1,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0
338,ant,1.6,org.apache.tools.ant.ComponentHelper,34,1,0,21,132,283,8,16,23,0.80952381,1255,0.785714286,3,0,0.196078431,0,0,35.5,10,2.5882,2
339,ant,1.6,org.apache.tools.ant.taskdefs.SendEmail,2,4,0,1,5,1,0,1,2,2,10,0,0,0.985507246,0.75,1,1,4,1,0.5,0
340,ant,1.6,org.apache.tools.ant.taskdefs.PathConvert,16,3,0,13,48,58,1,13,12,0.786666667,485,1,2,0.711538462,0.25,2,2,28.6875,4,1.5,0
341,ant,1.6,org.apache.tools.ant.util.LazyFileOutputStream,10,2,0,1,22,29,1,0,9,0.311111111,117,1,0,0.454545455,0.333333333,1,1,10.2,1,0.6,0
342,ant,1.6,org.apache.tools.ant.AntClassLoader,49,2,1,24,126,926,18,8,31,0.883333333,1512,0.7,1,0.441558442,0.163461538,1,5,29.44897959,12,1.9796,10
343,ant,1.6,org.apache.tools.ant.DynamicConfigurator,2,1,0,4,2,1,3,1,2,2,2,0,0,0,1,0,0,0,1,1,0
344,ant,1.6,org.apache.tools.ant.util.WeakishReference,5,1,1,3,13,8,1,2,3,0.875,91,0.5,0,0,0.266666667,0,0,16.4,4,1.6,1
345,ant,1.6,org.apache.tools.ant.types.selectors.SelectorUtils,17,1,0,6,42,134,5,1,14,0.9375,936,1,1,0,0.208333333,0,0,54,47,6.8824,0
346,ant,1.6,org.apache.tools.ant.types.selectors.SizeSelector,8,5,0,11,28,0,5,6,8,0.693877551,366,0.571428571,0,0.844444444,0.25,1,4,43.875,19,5.375,0
347,ant,1.6,org.apache.tools.ant.RuntimeConfigurable,21,1,0,19,66,112,12,8,19,0.8,502,1,1,0,0.180952381,0,0,22.38095238,12,2,1
348,ant,1.6,org.apache.tools.ant.taskdefs.DefaultExcludes,6,3,0,3,18,0,0,3,6,0.64,128,1,0,0.880952381,0.555555556,2,2,19.5,1,0.8333,0
349,ant,1.6,org.apache.tools.ant.taskdefs.AntStructure,9,3,0,7,61,28,0,7,3,0.925,749,0.6,0,0.822222222,0.285714286,0,0,81.11111111,7,2.2222,1
350,ant,1.6,org.apache.tools.ant.util.LoaderUtils,8,1,0,6,21,28,3,3,6,1,70,0,0,0,0.175,0,0,7.625,3,1.25,0
0,ant,1.7,org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,3,1,0,10,18,3,1,9,1,1.1,106,0,0,0,0.444444444,0,0,32.66666667,1,0.6667,0
1,ant,1.7,org.apache.tools.ant.taskdefs.optional.perforce.FStatP4OutputHandler,5,2,0,4,13,0,1,4,4,0.625,76,1,1,0.7,0.5,0,0,13.4,1,0.6,0
2,ant,1.7,org.apache.tools.ant.taskdefs.optional.junit.OutErrSummaryJUnitResultFormatter,1,2,0,1,3,0,0,1,1,2,7,0,0,1,1,0,0,6,0,0,0
3,ant,1.7,org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter,8,1,9,13,20,12,9,4,8,0.8,101,0.2,1,0,0.40625,0,0,11,1,0.875,0
4,ant,1.7,org.apache.tools.ant.taskdefs.WaitFor,9,3,0,5,26,16,0,5,7,0.75,185,1,0,0.8,0.388888889,0,0,19,2,1,1
5,ant,1.7,org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantCPInfo,3,2,5,7,4,1,6,1,2,0.5,16,1,0,0.75,0.555555556,0,0,4,1,0.6667,0
6,ant,1.7,org.apache.tools.zip.AsiExtraField,20,1,0,4,40,130,0,4,18,0.736842105,345,1,1,0,0.284210526,0,0,15.9,3,1.15,1
7,ant,1.7,org.apache.tools.ant.types.resources.selectors.Date,13,1,0,7,28,20,2,5,12,0.80952381,183,1,2,0,0.3,0,0,12.53846154,7,1.3846,0
8,ant,1.7,org.apache.tools.ant.util.facade.FacadeTaskHelper,9,1,0,5,19,8,4,1,9,0.53125,119,1,0,0,0.518518519,0,0,11.77777778,3,1.4444,0
9,ant,1.7,org.apache.tools.ant.types.selectors.DepthSelector,7,5,0,9,25,0,6,3,7,0.666666667,255,0,0,0.863636364,0.342857143,2,5,34.85714286,9,3.1429,0
10,ant,1.7,org.apache.tools.ant.taskdefs.optional.dotnet.JSharp,9,6,0,5,17,26,0,5,6,0.833333333,71,0,0,0.949367089,0.333333333,1,4,6.555555556,3,1.1111,0
11,ant,1.7,org.apache.tools.ant.taskdefs.LogStreamHandler,3,2,0,19,10,3,14,5,3,2,38,0,0,0.923076923,0.583333333,0,0,11.66666667,1,0.3333,0
12,ant,1.7,org.apache.tools.ant.input.InputHandler,1,1,0,10,1,0,8,2,1,2,1,0,0,0,1,0,0,0,1,1,0
13,ant,1.7,org.apache.tools.zip.JarMarker,9,1,0,3,12,20,1,2,8,0.8125,54,1,3,0,0.375,0,0,4.555555556,1,0.7778,0
14,ant,1.7,org.apache.tools.ant.taskdefs.optional.clearcase.CCMkbl,19,4,0,7,40,129,0,7,16,0.936507937,252,0.5,0,0.727272727,0.381578947,2,3,11.52631579,6,1.3158,0
15,ant,1.7,org.apache.tools.ant.types.resources.Restrict,10,4,2,13,26,0,7,7,9,0.111111111,110,1,1,0.795454545,0.26,1,1,9.9,3,1.6,0
16,ant,1.7,org.apache.tools.ant.DemuxInputStream,3,2,0,2,5,0,1,1,3,0,34,1,1,0.818181818,0.5,1,2,10,1,0.6667,0
17,ant,1.7,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc,20,1,0,7,79,136,5,5,10,0.897506925,835,1,1,0,0.19375,0,0,39.8,10,1.95,0
18,ant,1.7,org.apache.tools.zip.ZipExtraField,6,1,0,8,6,15,7,1,6,2,6,0,0,0,0.444444444,0,0,0,1,1,0
19,ant,1.7,org.apache.tools.ant.types.resources.comparators.FileSystem,3,4,0,5,11,1,1,4,1,0.5,41,1,1,0.971428571,0.75,1,2,12.33333333,3,1,1
20,ant,1.7,org.apache.tools.ant.taskdefs.condition.TypeFound,5,2,0,7,14,6,0,7,4,0.625,70,1,0,0.692307692,0.8,0,0,12.6,4,1.4,0
21,ant,1.7,org.apache.tools.ant.taskdefs.optional.perforce.P4OutputHandler,1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1,1,0
22,ant,1.7,org.apache.tools.ant.taskdefs.email.Message,11,2,0,7,26,0,5,2,11,0.58,181,1,0,0.529411765,0.409090909,0,0,15,1,0.7273,0
23,ant,1.7,org.apache.tools.ant.taskdefs.optional.vss.MSVSSCP,3,4,0,5,15,3,0,5,2,2,51,0,0,0.978494624,0.666666667,1,1,16,2,1,0
24,ant,1.7,org.apache.tools.ant.taskdefs.condition.IsSet,3,2,0,5,7,1,1,4,3,0.5,29,1,0,0.818181818,0.666666667,0,0,8.333333333,1,0.6667,0
25,ant,1.7,org.apache.tools.ant.taskdefs.optional.Rpm,16,3,0,15,65,76,0,15,13,0.92,483,1,0,0.725490196,0.311111111,0,0,28.25,9,1.5625,1
26,ant,1.7,org.apache.tools.ant.types.selectors.BaseExtendSelector,4,4,8,12,5,0,8,4,3,0.333333333,18,1,1,0.921052632,0.4375,0,0,3.25,1,0.75,0
27,ant,1.7,org.apache.tools.ant.taskdefs.optional.junit.XMLJUnitResultFormatter,15,1,0,11,65,75,0,11,11,0.693877551,443,1,0,0,0.295238095,0,0,28.06666667,5,1.6,0
28,ant,1.7,org.apache.tools.ant.taskdefs.optional.net.SetProxy,11,3,0,3,24,17,0,3,10,0.671428571,309,1,0,0.787234043,0.545454545,0,0,26.45454545,11,1.9091,0
29,ant,1.7,org.apache.tools.ant.util.KeepAliveInputStream,2,3,0,1,3,1,1,0,2,2,7,0,0,0.947368421,0.75,1,1,2.5,1,0.5,0
30,ant,1.7,org.apache.tools.ant.taskdefs.CallTarget,15,3,0,9,41,0,0,9,15,0.678571429,204,1,1,0.725490196,0.225,1,2,12.33333333,2,1.5333,0
31,ant,1.7,org.apache.tools.ant.taskdefs.DefBase,14,4,3,11,29,85,3,8,11,0.576923077,108,1,1,0.759259259,0.321428571,0,0,6.571428571,4,1.2857,0
32,ant,1.7,org.apache.tools.zip.ZipOutputStream,27,3,0,8,101,157,5,3,15,0.824786325,1286,0.888888889,1,0.294117647,0.183760684,1,7,45.62962963,4,1.1111,1
33,ant,1.7,org.apache.tools.ant.taskdefs.optional.perforce.P4Label,5,4,0,8,23,4,4,8,5,0.75,249,1,0,0.927272727,0.8,2,2,48.2,1,0.8,0
34,ant,1.7,org.apache.tools.ant.taskdefs.XSLTLiaison,3,1,0,2,3,3,2,0,3,1.5,4,0,0,0,0.666666667,0,0,0,1,1,0
35,ant,1.7,org.apache.tools.ant.types.resources.BCFileSet,4,5,0,5,19,6,0,5,4,2,57,0,0,0.978494624,0.625,2,4,13.25,2,1,0
36,ant,1.7,org.apache.tools.ant.taskdefs.optional.extension.ExtraAttribute,6,1,0,2,11,3,1,1,4,0.6,53,1,0,0,0.666666667,0,0,7.5,1,0.8333,0
37,ant,1.7,org.apache.tools.ant.taskdefs.optional.vss.MSVSS,55,3,8,20,106,1313,8,12,9,0.956552707,1133,1,2,0.406593407,0.195454545,0,0,19.12727273,10,1.8545,0
38,ant,1.7,org.apache.tools.ant.util.regexp.Jdk14RegexpRegexp,3,2,0,4,19,3,0,4,2,2,136,0,0,0.8,0.666666667,0,0,44.33333333,2,1,0
39,ant,1.7,org.apache.tools.ant.taskdefs.condition.AntVersion,8,1,0,4,22,0,0,4,6,0.428571429,169,1,0,0,0.625,0,0,19.875,7,1.625,0
40,ant,1.7,org.apache.tools.ant.util.LazyFileOutputStream,11,2,0,1,23,39,1,0,10,0.483333333,136,1,0,0.454545455,0.348484848,1,1,10.81818182,1,0.5455,0
41,ant,1.7,org.apache.tools.ant.util.LoaderUtils,10,1,0,10,29,43,7,3,8,0.833333333,91,0.5,1,0,0.2,0,0,7.9,3,1.2,0
42,ant,1.7,org.apache.tools.ant.loader.AntClassLoader2,1,3,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,0
43,ant,1.7,org.apache.tools.ant.taskdefs.rmic.ForkingSunRmic,3,2,1,12,22,3,2,10,2,1.5,72,0,0,0.866666667,1,0,0,22.66666667,1,0.6667,0
44,ant,1.7,org.apache.tools.ant.util.StringUtils,9,1,0,32,36,36,32,0,7,1.104166667,281,0.833333333,0,0,0.25,0,0,29.55555556,11,3,0
45,ant,1.7,org.apache.tools.ant.types.Parameter,7,1,0,24,8,3,24,0,7,0.666666667,43,1,0,0,0.714285714,0,0,4.714285714,1,0.8571,0
46,ant,1.7,org.apache.tools.ant.util.regexp.Jdk14RegexpMatcher,9,1,1,4,19,30,1,3,7,0.5,130,1,0,0,0.666666667,0,0,13.33333333,4,1.2222,0
47,ant,1.7,org.apache.tools.ant.DirectoryScanner,63,1,2,61,144,1603,51,10,31,0.874288425,2303,1,2,0,0.213709677,0,0,35.01587302,35,3.2381,3
48,ant,1.7,org.apache.tools.ant.taskdefs.LogOutputStream,6,3,2,20,13,7,17,3,3,0.4,56,1,1,0.733333333,0.433333333,1,4,8,1,0.6667,0
